Time (UTC),(cms)
2020-04-04,9.41
2020-04-05,9.2
2020-04-06,9.58
2020-04-07,9.77
2020-04-08,11.52
2020-04-09,13.92
2020-04-10,13.13
2020-04-11,13.43
2020-04-12,16.29
2020-04-13,13.34
2020-04-14,7.52
2020-04-15,13.04
2020-04-16,14.8
2020-04-17,20.83
2020-04-18,25.46
2020-04-19,27.54
2020-04-20,9.64
2020-04-21,31.53
2020-04-22,35.52
2020-04-23,27.35
2020-04-24,27.11
2020-04-25,27.28
2020-04-26,25.02
2020-04-27,28.85
2020-04-28,29.95
2020-04-29,27.19
2020-04-30,22.03
2020-05-01,24.12
2020-05-02,31.13
2020-05-03,34.53
2020-05-04,34.44
2020-05-05,38.06
2020-05-06,36
2020-05-07,30.69
2020-05-08,34.09
2020-05-09,31.78
2020-05-10,33.2
2020-05-11,33.2
2020-05-12,27.83
2020-05-13,29.61
2020-05-14,33.28
2020-05-15,31.46
2020-05-16,36
2020-05-17,33.2
2020-05-18,28.95
2020-05-19,27.27
2020-05-20,28.24
2020-05-21,26.5
2020-05-22,24.03
2020-05-23,29.69
2020-05-24,30.52
2020-05-25,30.25
2020-05-26,27.27
2020-05-27,24.03
2020-05-28,24.76
2020-05-29,21.7
2020-05-30,24.43
2020-05-31,20.45
2020-06-01,21.3
2020-06-02,23.25
2020-06-03,11.88
2020-06-04,23.32
2020-06-05,20.11
2020-06-06,13.97
2020-06-07,27.06
2020-06-08,26.2
2020-06-09,21.78
2020-06-10,20.74
2020-06-11,14.26
2020-06-12,25.55
2020-06-13,20.88
2020-06-14,20.41
2020-06-15,20.02
2020-06-16,19.07
2020-06-17,20.48
2020-06-18,13.8
2020-06-19,16.95
2020-06-20,12.51
2020-06-21,12.96
2020-06-22,13.04
2020-06-23,14.16
2020-06-24,14.51
2020-06-25,14.95
2020-06-26,21.04
2020-06-27,15.11
2020-06-28,13.49
2020-06-29,8.66
2020-06-30,18.22
2020-07-01,18.39
2020-07-02,15.77
2020-07-03,14.33
2020-07-04,12.08
2020-07-05,11.64
2020-07-06,12.01
2020-07-07,11.19
2020-07-08,11.12
2020-07-09,9.26
2020-07-10,11.86
2020-07-11,7.81
2020-07-12,10.3
2020-07-13,11.19
2020-07-14,5.68
2020-07-15,8.13
2020-07-16,9.22
2020-07-17,8.17
2020-07-18,8.63
2020-07-19,8.63
2020-07-20,7.2
2020-07-21,6.54
2020-07-22,8.97
2020-07-23,8.71
2020-07-24,8.5
2020-07-25,8.43
2020-07-26,8.11
2020-07-27,4.26
2020-07-28,8.42
2020-07-29,7.5
2020-07-30,7.98
2020-07-31,7.92
2020-08-01,7.92
2020-08-02,7.98
2020-08-03,7.7
2020-08-04,7.92
2020-08-05,7.56
2020-08-06,6.36
2020-08-07,7.07
2020-08-08,7.31
2020-08-09,7.49
2020-08-10,6.68
2020-08-11,7.19
2020-08-12,5.77
2020-08-13,7.31
2020-08-14,6.57
2020-08-15,6.22
2020-08-16,6.06
2020-08-17,6.39
2020-08-18,6.06
2020-08-19,5.9
2020-08-20,5.88
2020-08-21,6.29
2020-08-22,5.84
2020-08-23,5.72
2020-08-24,5.5
2020-08-25,5.56
2020-08-26,4.45
2020-08-27,4.96
2020-08-28,3.79
2020-08-29,6.49
2020-08-30,5.61
2020-08-31,3.86
2020-09-01,5.21
2020-09-02,5.1
2020-09-03,5.33
2020-09-04,3.7
2020-09-05,4.99
2020-09-06,5.07
2020-09-07,5.51
2020-09-08,4.96
2020-09-09,5.22
2020-09-10,5.33
2020-09-11,4.95
2020-09-12,5.15
2020-09-13,4.84
2020-09-14,3.32
2020-09-15,5.78
2020-09-16,3.68
2020-09-17,4.69
2020-09-18,5
2020-09-19,7.8
2020-09-20,6.86
2020-09-21,4.91
2020-09-22,6.79
2020-09-23,6.22
2020-09-24,5.16
2020-09-25,5.1
2020-09-26,6.97
2020-09-27,8.48
2020-09-28,7.19
2020-09-29,7.85
2020-09-30,7.73
2020-10-01,7.98
2020-10-02,7.94
2020-10-03,9.37
2020-10-04,8.36
2020-10-05,8.04
2020-10-06,8.03
2020-10-07,11.14
2020-10-08,15.19
2020-10-09,14.12
2020-10-10,8.95
2020-10-11,9.88
2020-10-12,10.1
2020-10-13,11.03
2020-10-14,5.11
2020-10-15,10.47
2020-10-16,8.89
2020-10-17,8.84
2020-10-18,8.39
2020-10-19,8.51
2020-10-20,8.03
2020-10-21,16.74
2020-10-22,24.19
2020-10-23,30.78
2020-10-24,25.06
2020-10-25,21.83
2020-10-26,15.14
2020-10-27,16.41
2020-10-28,17.07
2020-10-29,14.04
2020-10-30,14.04
2020-10-31,10.18
2020-11-01,10.07
2020-11-02,9.41
2020-11-03,9.25
2020-11-04,6.51
2020-11-05,8.88
2020-11-06,8.41
2020-11-07,9.9
2020-11-08,14.8
2020-11-09,17.5
2020-11-10,13.94
2020-11-11,8.64
2020-11-12,9.04
2020-11-13,8.98
2020-11-14,8.13
2020-11-15,8.19
2020-11-16,4.65
2020-11-17,4.81
2020-11-18,6.65
2020-11-19,4.6
2020-11-20,7.02
2020-11-21,7.14
2020-11-22,7.02
2020-11-23,6.96
2020-11-24,6.62
2020-11-25,6.68
2020-11-26,6.34
2020-11-27,6.45
2020-11-28,6.22
2020-11-29,4.24
2020-11-30,6.06
2020-12-01,4.08
2020-12-02,6.1
2020-12-03,5.99
2020-12-04,4.78
2020-12-05,6.51
2020-12-06,6.57
2020-12-07,6.62
2020-12-08,6.51
2020-12-09,6.68
2020-12-10,6.63
2020-12-11,7.02
2020-12-12,8.71
2020-12-13,7.69
2020-12-14,7.69
2020-12-15,8.22
2020-12-16,7.42
2020-12-17,6.95
2020-12-18,6.58
2020-12-19,6.2
2020-12-20,7.42
2020-12-21,7.25
2020-12-22,7.55
2020-12-23,7.49
2020-12-24,7.79
2020-12-25,7.67
2020-12-26,7.55
2020-12-27,7.25
2020-12-28,7.49
2020-12-29,6.62
2020-12-30,5.83
2020-12-31,7.19
