date,station,max_temperature,min_temperature,mean_temperature
2012-01-01,Airoto,8,0,4
2012-01-02,Airoto,2,-6,-2
2012-01-03,Airoto,3,-6,-1.5
2012-01-04,Airoto,2,-3,-0.5
2012-01-05,Airoto,3,-2,0.5
2012-01-06,Airoto,0,-7,-3.5
2012-01-07,Airoto,1,-5,-2
2012-01-08,Airoto,2,-3,-0.5
2012-01-09,Airoto,3,-2,0.5
2012-01-10,Airoto,6,2,4
2012-01-11,Airoto,10,0,5
2012-01-12,Airoto,12,0,6
2012-01-13,Airoto,5,0,2.5
2012-01-14,Airoto,12,-1,5.5
2012-01-15,Airoto,9,-4,2.5
2012-01-16,Airoto,5,-6,-0.5
2012-01-17,Airoto,5,-6,-0.5
2012-01-18,Airoto,-1,-3,-2
2012-01-19,Airoto,2,-1,0.5
2012-01-20,Airoto,-1,-3,-2
2012-01-21,Airoto,0,-4,-2
2012-01-22,Airoto,1,-2,-0.5
2012-01-23,Airoto,2,-1,0.5
2012-01-24,Airoto,1,-2,-0.5
2012-01-25,Airoto,13,0,6.5
2012-01-26,Airoto,8,-5,1.5
2012-01-27,Airoto,2,-7,-2.5
2012-01-28,Airoto,-7,-11,-9
2012-01-29,Airoto,-10,-12,-11
2012-01-30,Airoto,-6,-12,-9
2012-01-31,Airoto,-4,-9,-6.5
2012-02-01,Airoto,-3,-12,-7.5
2012-02-02,Airoto,-11,-17,-14
2012-02-03,Airoto,-15,-21,-18
2012-02-04,Airoto,-18,-21,-19.5
2012-02-05,Airoto,-6,-19,-12.5
2012-02-06,Airoto,-10,-15,-12.5
2012-02-07,Airoto,-13,-17,-15
2012-02-08,Airoto,-3,-15,-9
2012-02-09,Airoto,-4,-9,-6.5
2012-02-10,Airoto,-9,-17,-13
2012-02-11,Airoto,-15,-18,-16.5
2012-02-12,Airoto,-14,-19,-16.5
2012-02-13,Airoto,-11,-16,-13.5
2012-02-14,Airoto,-7,-12,-9.5
2012-02-15,Airoto,-5,-11,-8
2012-02-16,Airoto,-5,-9,-7
2012-02-17,Airoto,0,-6,-3
2012-02-18,Airoto,15,-3,6
2012-02-19,Airoto,-2,-10,-6
2012-02-20,Airoto,-7,-12,-9.5
2012-02-21,Airoto,0,-8,-4
2012-02-22,Airoto,0,-4,-2
2012-02-23,Airoto,2,-3,-0.5
2012-02-24,Airoto,13,0,6.5
2012-02-25,Airoto,6,2,4
2012-02-26,Airoto,2,-2,0
2012-02-27,Airoto,2,-1,0.5
2012-02-28,Airoto,13,0,6.5
2012-02-29,Airoto,1,0,0.5
2012-03-01,Airoto,14,0,7
2012-03-02,Airoto,5,-2,1.5
2012-03-03,Airoto,0,-3,-1.5
2012-03-04,Airoto,9,-7,1
2012-03-05,Airoto,-7,-11,-9
2012-03-06,Airoto,-8,-12,-10
2012-03-07,Airoto,0,-10,-5
2012-03-08,Airoto,-3.009,-8.499,-5.75
2012-03-09,Airoto,-3.868,-8.592,-6.23
2012-03-10,Airoto,1,-4,-1.5
2012-03-11,Airoto,5,-2,1.5
2012-03-12,Airoto,15,2,8.5
2012-03-13,Airoto,9,4,6.5
2012-03-14,Airoto,11,3,7
2012-03-15,Airoto,16,2,9
2012-03-16,Airoto,11,-1,5
2012-03-17,Airoto,11,-3,4
2012-03-18,Airoto,0,-7,-3.5
2012-03-19,Airoto,-2,-8,-5
2012-03-20,Airoto,-5,-9,-7
2012-03-21,Airoto,0,-6,-3
2012-03-22,Airoto,3,-4,-0.5
2012-03-23,Airoto,15,-5,5
2012-03-24,Airoto,17,-1,8
2012-03-25,Airoto,8,-1,3.5
2012-03-26,Airoto,19,-2,8.5
2012-03-27,Airoto,12,-2,5
2012-03-28,Airoto,6,0,3
2012-03-29,Airoto,4,0,2
2012-03-30,Airoto,8,0,4
2012-03-31,Airoto,11,2,6.5
2012-04-01,Airoto,20,0,10
2012-04-02,Airoto,12,0,6
2012-04-03,Airoto,9,-2,3.5
2012-04-04,Airoto,12,-2,5
2012-04-05,Airoto,0,-2,-1
2012-04-06,Airoto,2,-8,-3
2012-04-07,Airoto,7,-9,-1
2012-04-08,Airoto,0,-6,-3
2012-04-09,Airoto,17,-3,7
2012-04-10,Airoto,3,-6,-1.5
2012-04-11,Airoto,4,-6,-1
2012-04-12,Airoto,0.107,-5.323,-2.61
2012-04-13,Airoto,-4.513,-6.164,-5.34
2012-04-14,Airoto,-3.546,-7.752,-5.65
2012-04-15,Airoto,-5,-8,-6.5
2012-04-16,Airoto,-8,-10,-9
2012-04-17,Airoto,0,-11,-5.5
2012-04-18,Airoto,1,-6,-2.5
2012-04-19,Airoto,2,-6,-2
2012-04-20,Airoto,1,-6,-2.5
2012-04-21,Airoto,12,-3,4.5
2012-04-22,Airoto,7,-4,1.5
2012-04-23,Airoto,6,-5,0.5
2012-04-24,Airoto,-1,-7,-4
2012-04-25,Airoto,3,-6,-1.5
2012-04-26,Airoto,7,1,4
2012-04-27,Airoto,8,2,5
2012-04-28,Airoto,5,-1,2
2012-04-29,Airoto,0,-4,-2
2012-04-30,Airoto,7,-5,1
2012-05-01,Airoto,11,-6,2.5
2012-05-02,Airoto,19,-3,8
2012-05-03,Airoto,17,0,8.5
2012-05-04,Airoto,4,-2,1
2012-05-05,Airoto,6,-2,2
2012-05-06,Airoto,5,-3,1
2012-05-07,Airoto,15,-2,6.5
2012-05-08,Airoto,14,0,7
2012-05-09,Airoto,18,4,11
2012-05-10,Airoto,19,4,11.5
2012-05-11,Airoto,24,7,15.5
2012-05-12,Airoto,20,9,14.5
2012-05-13,Airoto,12,3,7.5
2012-05-14,Airoto,14,1,7.5
2012-05-15,Airoto,7,0,3.5
2012-05-16,Airoto,8,0,4
2012-05-17,Airoto,18,6,12
2012-05-18,Airoto,11,4,7.5
2012-05-19,Airoto,9,0,4.5
2012-05-20,Airoto,4,-4,0
2012-05-21,Airoto,-1,-6,-3.5
2012-05-22,Airoto,2,-2,0
2012-05-23,Airoto,10,2,6
2012-05-24,Airoto,14,6,10
2012-05-25,Airoto,18,5,11.5
2012-05-26,Airoto,21,6,13.5
2012-05-27,Airoto,15,5,10
2012-05-28,Airoto,14,5,9.5
2012-05-29,Airoto,13,5,9
2012-05-30,Airoto,14,6,10
2012-05-31,Airoto,14,7,10.5
2012-06-01,Airoto,18,10,14
2012-06-02,Airoto,19,7,13
2012-06-03,Airoto,8,3,5.5
2012-06-04,Airoto,8,2,5
2012-06-05,Airoto,18,6,12
2012-06-06,Airoto,15,6,10.5
2012-06-07,Airoto,16,8,12
2012-06-08,Airoto,13,3,8
2012-06-09,Airoto,11,1,6
2012-06-10,Airoto,9,4,6.5
2012-06-11,Airoto,9,0,4.5
2012-06-12,Airoto,2,0,1
2012-06-13,Airoto,9,0,4.5
2012-06-14,Airoto,13,1,7
2012-06-15,Airoto,15,6,10.5
2012-06-16,Airoto,17,7,12
2012-06-17,Airoto,16,7,11.5
2012-06-18,Airoto,13,8,10.5
2012-06-19,Airoto,9,7,8
2012-06-20,Airoto,15,6,10.5
2012-06-21,Airoto,14,9,11.5
2012-06-22,Airoto,14,8,11
2012-06-23,Airoto,17,6,11.5
2012-06-24,Airoto,18,10,14
2012-06-25,Airoto,17,11,14
2012-06-26,Airoto,19,13,16
2012-06-27,Airoto,22,11,16.5
2012-06-28,Airoto,20,13,16.5
2012-06-29,Airoto,18,13,15.5
2012-06-30,Airoto,18,7,12.5
2012-07-01,Airoto,7,1,4
2012-07-02,Airoto,13,1,7
2012-07-03,Airoto,17,6,11.5
2012-07-04,Airoto,16,7,11.5
2012-07-05,Airoto,9,5,7
2012-07-06,Airoto,9,4,6.5
2012-07-07,Airoto,14,6,10
2012-07-08,Airoto,16,8,12
2012-07-09,Airoto,16,7,11.5
2012-07-10,Airoto,16,8,12
2012-07-11,Airoto,14,8,11
2012-07-12,Airoto,16,7,11.5
2012-07-13,Airoto,17,8,12.5
2012-07-14,Airoto,12,3,7.5
2012-07-15,Airoto,12,2,7
2012-07-16,Airoto,13,5,9
2012-07-17,Airoto,16,9,12.5
2012-07-18,Airoto,21,11,16
2012-07-19,Airoto,19,10,14.5
2012-07-20,Airoto,17,9,13
2012-07-21,Airoto,11,4,7.5
2012-07-22,Airoto,10,3,6.5
2012-07-23,Airoto,15,4,9.5
2012-07-24,Airoto,15,5,10
2012-07-25,Airoto,18,7,12.5
2012-07-26,Airoto,20,10,15
2012-07-27,Airoto,18,9,13.5
2012-07-28,Airoto,16,7,11.5
2012-07-29,Airoto,16,9,12.5
2012-07-30,Airoto,19,10,14.5
2012-07-31,Airoto,20,10,15
2012-08-01,Airoto,20,11,15.5
2012-08-02,Airoto,19,9,14
2012-08-03,Airoto,18,9,13.5
2012-08-04,Airoto,18,8,13
2012-08-05,Airoto,14,6,10
2012-08-06,Airoto,11,6,8.5
2012-08-07,Airoto,16,4,10
2012-08-08,Airoto,20,9,14.5
2012-08-09,Airoto,23,14,18.5
2012-08-10,Airoto,21,15,18
2012-08-11,Airoto,22,15,18.5
2012-08-12,Airoto,17,9,13
2012-08-13,Airoto,16,8,12
2012-08-14,Airoto,18,8,13
2012-08-15,Airoto,17,9,13
2012-08-16,Airoto,18,8,13
2012-08-17,Airoto,22,11,16.5
2012-08-18,Airoto,25,16,20.5
2012-08-19,Airoto,22,14,18
2012-08-20,Airoto,22,14,18
2012-08-21,Airoto,22,13,17.5
2012-08-22,Airoto,21,13,17
2012-08-23,Airoto,19,12,15.5
2012-08-24,Airoto,18,10,14
2012-08-25,Airoto,15,6,10.5
2012-08-26,Airoto,15,5,10
2012-08-27,Airoto,19,7,13
2012-08-28,Airoto,17,7,12
2012-08-29,Airoto,17,9,13
2012-08-30,Airoto,9,1,5
2012-08-31,Airoto,3,0,1.5
2012-09-01,Airoto,2,-1,0.5
2012-09-02,Airoto,3,-2,0.5
2012-09-03,Airoto,4,1,2.5
2012-09-04,Airoto,9,3,6
2012-09-05,Airoto,12,5,8.5
2012-09-06,Airoto,14,6,10
2012-09-07,Airoto,16,7,11.5
2012-09-08,Airoto,16,8,12
2012-09-09,Airoto,20,6,13
2012-09-10,Airoto,15,6,10.5
2012-09-11,Airoto,16,8,12
2012-09-12,Airoto,9,0,4.5
2012-09-13,Airoto,3,0,1.5
2012-09-14,Airoto,11,0,5.5
2012-09-15,Airoto,16,8,12
2012-09-16,Airoto,19.341,10.927,15.13
2012-09-17,Airoto,18.696,9.713,14.2
2012-09-18,Airoto,16,6,11
2012-09-19,Airoto,9,4,6.5
2012-09-20,Airoto,18,4,11
2012-09-21,Airoto,16,7,11.5
2012-09-22,Airoto,17,8,12.5
2012-09-23,Airoto,14,7,10.5
2012-09-24,Airoto,11,3,7
2012-09-25,Airoto,8,2,5
2012-09-26,Airoto,3,0,1.5
2012-09-27,Airoto,8,0,4
2012-09-28,Airoto,8,3,5.5
2012-09-29,Airoto,7,0,3.5
2012-09-30,Airoto,5,0,2.5
2012-10-01,Airoto,11,1,6
2012-10-02,Airoto,13,4,8.5
2012-10-03,Airoto,11,3,7
2012-10-04,Airoto,14,4,9
2012-10-05,Airoto,13,4,8.5
2012-10-06,Airoto,14,6,10
2012-10-07,Airoto,10,8,9
2012-10-08,Airoto,17,9,13
2012-10-09,Airoto,13,7,10
2012-10-10,Airoto,11,7,9
2012-10-11,Airoto,9,3,6
2012-10-12,Airoto,5,1,3
2012-10-13,Airoto,8,0,4
2012-10-14,Airoto,5,-3,1
2012-10-15,Airoto,0,-4,-2
2012-10-16,Airoto,9,-1,4
2012-10-17,Airoto,7,1,4
2012-10-18,Airoto,9,2,5.5
2012-10-19,Airoto,8,6,7
2012-10-20,Airoto,7,5,6
2012-10-21,Airoto,5,1,3
2012-10-22,Airoto,4,1,2.5
2012-10-23,Airoto,7,3,5
2012-10-24,Airoto,10,3,6.5
2012-10-25,Airoto,5,3,4
2012-10-26,Airoto,3,1,2
2012-10-27,Airoto,1,-11,-5
2012-10-28,Airoto,-8,-12,-10
2012-10-29,Airoto,10,-9,0.5
2012-10-30,Airoto,4,-3,0.5
2012-10-31,Airoto,3,-2,0.5
2012-11-01,Airoto,4,-4,0
2012-11-02,Airoto,3,-2,0.5
2012-11-03,Airoto,5,-1,2
2012-11-04,Airoto,6,0,3
2012-11-05,Airoto,0,-4,-2
2012-11-06,Airoto,-2,-8,-5
2012-11-07,Airoto,4,-5,-0.5
2012-11-08,Airoto,9,2,5.5
2012-11-09,Airoto,6,2,4
2012-11-10,Airoto,2,-2,0
2012-11-11,Airoto,-1,-4,-2.5
2012-11-12,Airoto,3,-4,-0.5
2012-11-13,Airoto,9,0,4.5
2012-11-14,Airoto,11,4,7.5
2012-11-15,Airoto,9,4,6.5
2012-11-16,Airoto,11,0,5.5
2012-11-17,Airoto,3,0,1.5
2012-11-18,Airoto,2,0,1
2012-11-19,Airoto,4,-1,1.5
2012-11-20,Airoto,8,1,4.5
2012-11-21,Airoto,4,-1,1.5
2012-11-22,Airoto,2,-3,-0.5
2012-11-23,Airoto,7,0,3.5
2012-11-24,Airoto,7,1,4
2012-11-25,Airoto,5,0,2.5
2012-11-26,Airoto,3,-4,-0.5
2012-11-27,Airoto,-3,-7,-5
2012-11-28,Airoto,-6,-8,-7
2012-11-29,Airoto,-8,-11,-9.5
2012-11-30,Airoto,-8,-12,-10
2012-12-01,Airoto,-7,-10,-8.5
2012-12-02,Airoto,-3,-11,-7
2012-12-03,Airoto,-1,-3,-2
2012-12-04,Airoto,-1,-8,-4.5
2012-12-05,Airoto,-6,-8,-7
2012-12-06,Airoto,-1,-9,-5
2012-12-07,Airoto,0,-7,-3.5
2012-12-08,Airoto,-7,-9,-8
2012-12-09,Airoto,0,-9,-4.5
2012-12-10,Airoto,0,-7,-3.5
2012-12-11,Airoto,0,-7,-3.5
2012-12-12,Airoto,9,-5,2
2012-12-13,Airoto,-2,-8,-5
2012-12-14,Airoto,2,-7,-2.5
2012-12-15,Airoto,2,-3,-0.5
2012-12-16,Airoto,4,-4,0
2012-12-17,Airoto,-1,-5,-3
2012-12-18,Airoto,0,-5,-2.5
2012-12-19,Airoto,8,-1,3.5
2012-12-20,Airoto,7,-3,2
2012-12-21,Airoto,0,-4,-2
2012-12-22,Airoto,7,-2,2.5
2012-12-23,Airoto,13,5,9
2012-12-24,Airoto,12,3,7.5
2012-12-25,Airoto,5,-2,1.5
2012-12-26,Airoto,1,-5,-2
2012-12-27,Airoto,1,-1,0
2012-12-28,Airoto,3,-2,0.5
2012-12-29,Airoto,7,-5,1
2012-12-30,Airoto,-2,-6,-4
2012-12-31,Airoto,6,-3,1.5
2013-01-01,Airoto,0,-6,-3
2013-01-02,Airoto,-6,-8,-7
2013-01-03,Airoto,2,-5,-1.5
2013-01-04,Airoto,4,1,2.5
2013-01-05,Airoto,6,1,3.5
2013-01-06,Airoto,10,3,6.5
2013-01-07,Airoto,10,4,7
2013-01-08,Airoto,13,3,8
2013-01-09,Airoto,16,-2,7
2013-01-10,Airoto,-1,-5,-3
2013-01-11,Airoto,-1,-7,-4
2013-01-12,Airoto,3,-6,-1.5
2013-01-13,Airoto,-6,-9,-7.5
2013-01-14,Airoto,-8,-10,-9
2013-01-15,Airoto,-6,-11,-8.5
2013-01-16,Airoto,-1,-8,-4.5
2013-01-17,Airoto,-4,-10,-7
2013-01-18,Airoto,0,-6,-3
2013-01-19,Airoto,0,-4,-2
2013-01-20,Airoto,-3,-9,-6
2013-01-21,Airoto,-3,-10,-6.5
2013-01-22,Airoto,-5,-10,-7.5
2013-01-23,Airoto,-7,-10,-8.5
2013-01-24,Airoto,-6,-12,-9
2013-01-25,Airoto,0,-12,-6
2013-01-26,Airoto,0,-6,-3
2013-01-27,Airoto,4,-6,-1
2013-01-28,Airoto,1,-8,-3.5
2013-01-29,Airoto,6,0,3
2013-01-30,Airoto,15,2,8.5
2013-01-31,Airoto,4,2,3
2013-02-01,Airoto,9,-2,3.5
2013-02-02,Airoto,-2,-13,-7.5
2013-02-03,Airoto,-6,-14,-10
2013-02-04,Airoto,0,-7,-3.5
2013-02-05,Airoto,0,-9,-4.5
2013-02-06,Airoto,-7,-10,-8.5
2013-02-07,Airoto,-10,-13,-11.5
2013-02-08,Airoto,-6,-13,-9.5
2013-02-09,Airoto,-7,-14,-10.5
2013-02-10,Airoto,5,-7,-1
2013-02-11,Airoto,-7,-10,-8.5
2013-02-12,Airoto,-7,-11,-9
2013-02-13,Airoto,-3,-9,-6
2013-02-14,Airoto,-1,-3,-2
2013-02-15,Airoto,0,-6,-3
2013-02-16,Airoto,2,0,1
2013-02-17,Airoto,10,-4,3
2013-02-18,Airoto,10,-5,2.5
2013-02-19,Airoto,9,-6,1.5
2013-02-20,Airoto,2,-4,-1
2013-02-21,Airoto,-1,-4,-2.5
2013-02-22,Airoto,-3,-8,-5.5
2013-02-23,Airoto,-7,-17,-12
2013-02-24,Airoto,-14,-16,-15
2013-02-25,Airoto,-12,-15,-13.5
2013-02-26,Airoto,-5,-16,-10.5
2013-02-27,Airoto,3,-13,-5
2013-02-28,Airoto,3,-10,-3.5
2013-03-01,Airoto,-4,-8,-6
2013-03-02,Airoto,12,-7,2.5
2013-03-03,Airoto,10,-6,2
2013-03-04,Airoto,0,-4,-2
2013-03-05,Airoto,0,-2,-1
2013-03-06,Airoto,4,-2,1
2013-03-07,Airoto,5,-2,1.5
2013-03-08,Airoto,11,-3,4
2013-03-09,Airoto,8,-4,2
2013-03-10,Airoto,13,-5,4
2013-03-11,Airoto,6,-5,0.5
2013-03-12,Airoto,-3,-7,-5
2013-03-13,Airoto,-6,-15,-10.5
2013-03-14,Airoto,-11,-14,-12.5
2013-03-15,Airoto,-7,-14,-10.5
2013-03-16,Airoto,-2,-10,-6
2013-03-17,Airoto,3,-5,-1
2013-03-18,Airoto,-3,-9,-6
2013-03-19,Airoto,9,-10,-0.5
2013-03-20,Airoto,-2,-5,-3.5
2013-03-21,Airoto,18,-5,6.5
2013-03-22,Airoto,7,-1,3
2013-03-23,Airoto,5,-4,0.5
2013-03-24,Airoto,0,-4,-2
2013-03-25,Airoto,2,-5,-1.5
2013-03-26,Airoto,3,-2,0.5
2013-03-27,Airoto,11,-2,4.5
2013-03-28,Airoto,17,-1,8
2013-03-29,Airoto,13,0,6.5
2013-03-30,Airoto,0,-4,-2
2013-03-31,Airoto,3,-5,-1
2013-04-01,Airoto,-0.645,-5.23,-2.94
2013-04-02,Airoto,-2.149,-4.95,-3.55
2013-04-03,Airoto,10,-4,3
2013-04-04,Airoto,13,-5,4
2013-04-05,Airoto,-1,-10,-5.5
2013-04-06,Airoto,-7,-11,-9
2013-04-07,Airoto,18,-8,5
2013-04-08,Airoto,3,-5,-1
2013-04-09,Airoto,6,-5,0.5
2013-04-10,Airoto,15,-3,6
2013-04-11,Airoto,6,-1,2.5
2013-04-12,Airoto,7,-3,2
2013-04-13,Airoto,15,-2,6.5
2013-04-14,Airoto,16,0,8
2013-04-15,Airoto,13,3,8
2013-04-16,Airoto,19,4,11.5
2013-04-17,Airoto,16,4,10
2013-04-18,Airoto,21,3,12
2013-04-19,Airoto,3,-6,-1.5
2013-04-20,Airoto,-4,-8,-6
2013-04-21,Airoto,0,-6,-3
2013-04-22,Airoto,-1,-6,-3.5
2013-04-23,Airoto,5,-3,1
2013-04-24,Airoto,15,-1,7
2013-04-25,Airoto,10,0,5
2013-04-26,Airoto,4,-1,1.5
2013-04-27,Airoto,-2,-8,-5
2013-04-28,Airoto,-2,-8,-5
2013-04-29,Airoto,10,-2,4
2013-04-30,Airoto,4,-4,0
2013-05-01,Airoto,7,-5,1
2013-05-02,Airoto,12,-3,4.5
2013-05-03,Airoto,3,-3,0
2013-05-04,Airoto,3,-2,0.5
2013-05-05,Airoto,9,-1,4
2013-05-06,Airoto,9,1,5
2013-05-07,Airoto,13,2,7.5
2013-05-08,Airoto,19,3,11
2013-05-09,Airoto,6,1,3.5
2013-05-10,Airoto,9,0,4.5
2013-05-11,Airoto,4,-2,1
2013-05-12,Airoto,4,-1,1.5
2013-05-13,Airoto,8,3,5.5
2013-05-14,Airoto,11,1,6
2013-05-15,Airoto,3,-5,-1
2013-05-16,Airoto,6,-6,0
2013-05-17,Airoto,3,-6,-1.5
2013-05-18,Airoto,6,-3,1.5
2013-05-19,Airoto,0,-3,-1.5
2013-05-20,Airoto,3,-4,-0.5
2013-05-21,Airoto,9,-4,2.5
2013-05-22,Airoto,1,-1,0
2013-05-23,Airoto,0,-5,-2.5
2013-05-24,Airoto,-3,-7,-5
2013-05-25,Airoto,-2,-6,-4
2013-05-26,Airoto,14,-4,5
2013-05-27,Airoto,16,0,8
2013-05-28,Airoto,6,-5,0.5
2013-05-29,Airoto,0,-5,-2.5
2013-05-30,Airoto,0,-5,-2.5
2013-05-31,Airoto,0,-2,-1
2013-06-01,Airoto,1,-2,-0.5
2013-06-02,Airoto,2,0,1
2013-06-03,Airoto,6,0,3
2013-06-04,Airoto,9,2,5.5
2013-06-05,Airoto,21,1,11
2013-06-06,Airoto,21,2,11.5
2013-06-07,Airoto,18,2,10
2013-06-08,Airoto,7,0,3.5
2013-06-09,Airoto,15,0,7.5
2013-06-10,Airoto,11,0,5.5
2013-06-11,Airoto,12,5,8.5
2013-06-12,Airoto,19,6,12.5
2013-06-13,Airoto,20,7,13.5
2013-06-14,Airoto,15,6,10.5
2013-06-15,Airoto,19,8,13.5
2013-06-16,Airoto,17,7,12
2013-06-17,Airoto,15,7,11
2013-06-18,Airoto,7,5,6
2013-06-19,Airoto,6,1,3.5
2013-06-20,Airoto,8,0,4
2013-06-21,Airoto,8,1,4.5
2013-06-22,Airoto,10,2,6
2013-06-23,Airoto,11,1,6
2013-06-24,Airoto,8,2,5
2013-06-25,Airoto,9,1,5
2013-06-26,Airoto,9,0,4.5
2013-06-27,Airoto,9,2,5.5
2013-06-28,Airoto,6,2,4
2013-06-29,Airoto,11,3,7
2013-06-30,Airoto,14,6,10
2012-01-01,Arties,10.1,0.8,5.45
2012-01-02,Arties,6.4,0.8,3.6
2012-01-03,Arties,6.5,-1.7,2.4
2012-01-04,Arties,8.6,-1.9,3.35
2012-01-05,Arties,13.8,-2.2,5.8
2012-01-06,Arties,8.7,-1.8,3.45
2012-01-07,Arties,1.1,-4.3,-1.6
2012-01-08,Arties,7.4,-5.2,1.1
2012-01-09,Arties,8.3,-4.2,2.05
2012-01-10,Arties,10.7,-2.8,3.95
2012-01-11,Arties,11.8,-2,4.9
2012-01-12,Arties,11.8,-2.5,4.65
2012-01-13,Arties,9.2,-4.1,2.55
2012-01-14,Arties,6.4,-4.6,0.9
2012-01-15,Arties,9.7,-4.5,2.6
2012-01-16,Arties,6.4,-5.3,0.55
2012-01-17,Arties,7.5,-6.2,0.65
2012-01-18,Arties,9.1,-5.2,1.95
2012-01-19,Arties,11,-2.9,4.05
2012-01-20,Arties,9,-0.8,4.1
2012-01-21,Arties,10.4,-1.8,4.3
2012-01-22,Arties,10.2,-0.8,4.7
2012-01-23,Arties,9.9,-2.9,3.5
2012-01-24,Arties,8.4,-3.6,2.4
2012-01-25,Arties,13.2,-3,5.1
2012-01-26,Arties,9.1,-3.4,2.85
2012-01-27,Arties,3.6,0.6,2.1
2012-01-28,Arties,4.7,-2.6,1.05
2012-01-29,Arties,-2.7,-4.2,-3.45
2012-01-30,Arties,2.4,-13,-5.3
2012-01-31,Arties,4.2,-6.1,-0.95
2012-02-01,Arties,0.7,-7,-3.15
2012-02-02,Arties,-3.5,-10.1,-6.8
2012-02-03,Arties,-6.8,-11.5,-9.15
2012-02-04,Arties,-6.7,-10.9,-8.8
2012-02-05,Arties,0.3,-14.8,-7.25
2012-02-06,Arties,-0.5,-5.6,-3.05
2012-02-07,Arties,-3,-14.9,-8.95
2012-02-08,Arties,-1.8,-18.3,-10.05
2012-02-09,Arties,2.7,-13.5,-5.4
2012-02-10,Arties,1.9,-12,-5.05
2012-02-11,Arties,-2.2,-17.2,-9.7
2012-02-12,Arties,-2.2,-17.3,-9.75
2012-02-13,Arties,-3.7,-17.3,-10.5
2012-02-14,Arties,-0.6,-5.8,-3.2
2012-02-15,Arties,3.3,-3,0.15
2012-02-16,Arties,2.4,-1.6,0.4
2012-02-17,Arties,5.7,-6.8,-0.55
2012-02-18,Arties,9.5,-6.5,1.5
2012-02-19,Arties,6.8,-6.2,0.3
2012-02-20,Arties,3.7,-6.8,-1.55
2012-02-21,Arties,8.6,-11.7,-1.55
2012-02-22,Arties,10.8,-8,1.4
2012-02-23,Arties,13.2,-6.7,3.25
2012-02-24,Arties,15.9,0,7.95
2012-02-25,Arties,14.2,-0.4,6.9
2012-02-26,Arties,13.7,0,6.85
2012-02-27,Arties,12.6,-2,5.3
2012-02-28,Arties,16.1,-2.6,6.75
2012-02-29,Arties,17.2,-1.2,8
2012-03-01,Arties,17.8,-0.5,8.65
2012-03-02,Arties,16.1,-0.1,8
2012-03-03,Arties,6.7,1,3.85
2012-03-04,Arties,10.5,-0.6,4.95
2012-03-05,Arties,4.2,-1.1,1.55
2012-03-06,Arties,4.6,-2.2,1.2
2012-03-07,Arties,12.1,-5.6,3.25
2012-03-08,Arties,4.5,0.6,2.55
2012-03-09,Arties,10.5,-3.6,3.45
2012-03-10,Arties,12.1,-5.3,3.4
2012-03-11,Arties,15.3,-2.6,6.35
2012-03-12,Arties,18.8,-1.2,8.8
2012-03-13,Arties,21.3,0.7,11
2012-03-14,Arties,21.7,1.7,11.7
2012-03-15,Arties,22,2.4,12.2
2012-03-16,Arties,18.2,2.6,10.4
2012-03-17,Arties,15.7,-0.2,7.75
2012-03-18,Arties,9.8,0.1,4.95
2012-03-19,Arties,4.3,-3.1,0.6
2012-03-20,Arties,8.3,-0.2,4.05
2012-03-21,Arties,5.9,0.1,3
2012-03-22,Arties,10.3,0.9,5.6
2012-03-23,Arties,14.1,0,7.05
2012-03-24,Arties,18.2,0.7,9.45
2012-03-25,Arties,17.5,0.3,8.9
2012-03-26,Arties,17,1.4,9.2
2012-03-27,Arties,16.3,0.6,8.45
2012-03-28,Arties,17.8,0.8,9.3
2012-03-29,Arties,16.8,1.3,9.05
2012-03-30,Arties,18,1.8,9.9
2012-03-31,Arties,20.7,0.7,10.7
2012-04-01,Arties,19.9,2.5,11.2
2012-04-02,Arties,16.2,3.5,9.85
2012-04-03,Arties,11.7,3.2,7.45
2012-04-04,Arties,7.7,3.5,5.6
2012-04-05,Arties,9.8,3.7,6.75
2012-04-06,Arties,13,-0.1,6.45
2012-04-07,Arties,10.9,-0.3,5.3
2012-04-08,Arties,9.7,1.9,5.8
2012-04-09,Arties,18.4,-0.4,9
2012-04-10,Arties,12.4,0.7,6.55
2012-04-11,Arties,10.2,-1.1,4.55
2012-04-12,Arties,12.3,0.9,6.6
2012-04-13,Arties,7.2,1.8,4.5
2012-04-14,Arties,8.8,-1.6,3.6
2012-04-15,Arties,3.7,-0.2,1.75
2012-04-16,Arties,3.2,-1.5,0.85
2012-04-17,Arties,10.8,-5.5,2.65
2012-04-18,Arties,10.5,1.2,5.85
2012-04-19,Arties,10,0,5
2012-04-20,Arties,12.1,-0.7,5.7
2012-04-21,Arties,15.2,-0.1,7.55
2012-04-22,Arties,11.1,3.3,7.2
2012-04-23,Arties,12.5,-0.8,5.85
2012-04-24,Arties,9.4,-0.8,4.3
2012-04-25,Arties,15.2,0.6,7.9
2012-04-26,Arties,19.8,8.8,14.3
2012-04-27,Arties,18.9,7,12.95
2012-04-28,Arties,17.2,6.8,12
2012-04-29,Arties,10.3,3.1,6.7
2012-04-30,Arties,5.7,0.9,3.3
2012-05-01,Arties,12.3,0.2,6.25
2012-05-02,Arties,16.3,0.6,8.45
2012-05-03,Arties,17.3,2,9.65
2012-05-04,Arties,13.2,3,8.1
2012-05-05,Arties,14.7,2.9,8.8
2012-05-06,Arties,14.8,1.8,8.3
