date,station,max_temperature,min_temperature,mean_temperature
2012-11-29,Cavallers,-2.8,-5.1,-3.95
2012-11-30,Cavallers,0.2,-5.6,-2.7
2012-12-01,Cavallers,2.4,-3.9,-0.75
2012-12-02,Cavallers,2.6,-4.4,-0.9
2012-12-03,Cavallers,8.9,1.5,5.2
2012-12-04,Cavallers,5,-2.4,1.3
2012-12-05,Cavallers,-1.7,-4.2,-2.95
2012-12-06,Cavallers,5,-2.6,1.2
2012-12-07,Cavallers,7.8,-2.5,2.65
2012-12-08,Cavallers,-0.4,-3.4,-1.9
2012-12-09,Cavallers,9.1,-2.7,3.2
2012-12-10,Cavallers,10.1,-1.2,4.45
2012-12-11,Cavallers,6.1,-1.9,2.1
2012-12-12,Cavallers,4.7,-3.9,0.4
2012-12-13,Cavallers,0.7,-2.1,-0.7
2012-12-14,Cavallers,2,-1.8,0.1
2012-12-15,Cavallers,5.9,1.9,3.9
2012-12-16,Cavallers,6.5,0.1,3.3
2012-12-17,Cavallers,7.3,1.5,4.4
2012-12-18,Cavallers,10.3,3.4,6.85
2012-12-19,Cavallers,6.8,3.3,5.05
2012-12-20,Cavallers,6.1,1.4,3.75
2012-12-21,Cavallers,8.4,-0.4,4
2012-12-22,Cavallers,11.8,4.1,7.95
2012-12-23,Cavallers,15.8,6.2,11
2012-12-24,Cavallers,14.8,5.8,10.3
2012-12-25,Cavallers,8.5,3.2,5.85
2012-12-26,Cavallers,10.9,1.3,6.1
2012-12-27,Cavallers,10.8,2,6.4
2012-12-28,Cavallers,11.6,3.5,7.55
2012-12-29,Cavallers,11.5,2.3,6.9
2012-12-30,Cavallers,6.2,-0.1,3.05
2012-12-31,Cavallers,5.9,-1,2.45
2013-01-01,Cavallers,6.2,-0.9,2.65
2013-01-02,Cavallers,1.4,-1.6,-0.1
2013-01-03,Cavallers,10.3,-0.6,4.85
2013-01-04,Cavallers,11.8,5.9,8.85
2013-01-05,Cavallers,13.9,6.9,10.4
2013-01-06,Cavallers,17.1,8,12.55
2013-01-07,Cavallers,18.3,8.6,13.45
2013-01-08,Cavallers,15.9,6,10.95
2013-01-09,Cavallers,13.9,4.1,9
2013-01-10,Cavallers,7.7,1.9,4.8
2013-01-11,Cavallers,7.2,-0.5,3.35
2013-01-12,Cavallers,3.9,-1.9,1
2013-01-13,Cavallers,-0.8,-4.4,-2.6
2013-01-14,Cavallers,-2.8,-5.4,-4.1
2013-01-15,Cavallers,-2.4,-6.3,-4.35
2013-01-16,Cavallers,2.3,-4.2,-0.95
2013-01-17,Cavallers,1.2,-4.6,-1.7
2013-01-18,Cavallers,5.7,-1.6,2.05
2013-01-19,Cavallers,2.1,-1.1,0.5
2013-01-20,Cavallers,-0.8,-4.9,-2.85
2013-01-21,Cavallers,2.3,-5.2,-1.45
2013-01-22,Cavallers,-1.9,-7.5,-4.7
2013-01-23,Cavallers,-2.7,-5,-3.85
2013-01-24,Cavallers,-1.8,-7.4,-4.6
2013-01-25,Cavallers,4.4,-7.8,-1.7
2013-01-26,Cavallers,1.2,-3.3,-1.05
2013-01-27,Cavallers,7,-0.6,3.2
2013-01-28,Cavallers,6.1,-3.7,1.2
2013-01-29,Cavallers,12.6,0.9,6.75
2013-01-30,Cavallers,14.1,4.3,9.2
2013-01-31,Cavallers,13.8,4.3,9.05
2013-02-01,Cavallers,10.6,1.8,6.2
2013-02-02,Cavallers,1.7,-7.6,-2.95
2013-02-03,Cavallers,-1.1,-9.4,-5.25
2013-02-04,Cavallers,7.9,-1.3,3.3
2013-02-05,Cavallers,9,-3.7,2.65
2013-02-06,Cavallers,-1.9,-5.8,-3.85
2013-02-07,Cavallers,-5.8,-8.9,-7.35
2013-02-08,Cavallers,-2.1,-6.7,-4.4
2013-02-09,Cavallers,-3.3,-8.1,-5.7
2013-02-10,Cavallers,2,-3.6,-0.8
2013-02-11,Cavallers,-0.7,-5.6,-3.15
2013-02-12,Cavallers,-0.2,-6.5,-3.35
2013-02-13,Cavallers,2.1,-4.6,-1.25
2013-02-14,Cavallers,8.5,2.2,5.35
2013-02-15,Cavallers,7.4,-0.6,3.4
2013-02-16,Cavallers,9,-1.6,3.7
2013-02-17,Cavallers,8,-2.3,2.85
2013-02-18,Cavallers,7.3,-1,3.15
2013-02-19,Cavallers,6.7,-0.9,2.9
2013-02-20,Cavallers,10,-2.4,3.8
2013-02-21,Cavallers,8,-1,3.5
2013-02-22,Cavallers,8.2,-1.8,3.2
2013-02-23,Cavallers,-2,-11.7,-6.85
2013-02-24,Cavallers,-6.6,-11.4,-9
2013-02-25,Cavallers,-6.6,-9.6,-8.1
2013-02-26,Cavallers,-0.4,-10.4,-5.4
2013-02-27,Cavallers,1.6,-8,-3.2
2013-02-28,Cavallers,2.9,-6.2,-1.65
2013-03-01,Cavallers,2.3,-2.8,-0.25
2013-03-02,Cavallers,8.3,-2.1,3.1
2013-03-03,Cavallers,7.4,-1.9,2.75
2013-03-04,Cavallers,5.4,-0.8,2.3
2013-03-05,Cavallers,3.6,0.3,1.95
2013-03-06,Cavallers,5.4,1.4,3.4
2013-03-07,Cavallers,8.2,2.3,5.25
2013-03-08,Cavallers,8.6,0.5,4.55
2013-03-09,Cavallers,5.7,0.2,2.95
2013-03-10,Cavallers,3.8,-0.6,1.6
2013-03-11,Cavallers,3.8,-1,1.4
2013-03-12,Cavallers,5.7,-1.3,2.2
2013-03-13,Cavallers,-1.2,-9.8,-5.5
2013-03-14,Cavallers,-6.9,-9.5,-8.2
2013-03-15,Cavallers,2.1,-9.5,-3.7
2013-03-16,Cavallers,1.4,-4.9,-1.75
2013-03-17,Cavallers,0.5,-2,-0.75
2013-03-18,Cavallers,1.5,-4.9,-1.7
2013-03-19,Cavallers,4.4,-5.9,-0.75
2013-03-20,Cavallers,5.6,-1,2.3
2013-03-21,Cavallers,10.3,-2.6,3.85
2013-03-22,Cavallers,11.2,0.9,6.05
2013-03-23,Cavallers,6.5,0.1,3.3
2013-03-24,Cavallers,9.5,-0.2,4.65
2013-03-25,Cavallers,9.4,0.2,4.8
2013-03-26,Cavallers,10.3,0.2,5.25
2013-03-27,Cavallers,5.2,1.9,3.55
2013-03-28,Cavallers,7.8,0.6,4.2
2013-03-29,Cavallers,9.4,1.9,5.65
2013-03-30,Cavallers,6.4,2,4.2
2013-03-31,Cavallers,8.9,1.1,5
2013-04-01,Cavallers,5,0,2.5
2013-04-02,Cavallers,7.5,-0.5,3.5
2013-04-03,Cavallers,9.2,-1.1,4.05
2013-04-04,Cavallers,4.2,-0.3,1.95
2013-04-05,Cavallers,0.4,-3.8,-1.7
2013-04-06,Cavallers,-2,-4.9,-3.45
2013-04-07,Cavallers,8,-2.6,2.7
2013-04-08,Cavallers,3.8,-0.9,1.45
2013-04-09,Cavallers,7.4,0.4,3.9
2013-04-10,Cavallers,10.9,1,5.95
2013-04-11,Cavallers,11.9,4,7.95
2013-04-12,Cavallers,6.8,1.2,4
2013-04-13,Cavallers,13.4,3.1,8.25
2013-04-14,Cavallers,17.2,4.4,10.8
2013-04-15,Cavallers,16.9,6.5,11.7
2013-04-16,Cavallers,16.2,7.5,11.85
2013-04-17,Cavallers,18.7,7.6,13.15
2013-04-18,Cavallers,17.4,9.1,13.25
2013-04-19,Cavallers,9.3,-1.3,4
2013-04-20,Cavallers,5.5,-1.3,2.1
2013-04-21,Cavallers,9.5,-0.4,4.55
2013-04-22,Cavallers,9.3,1,5.15
2013-04-23,Cavallers,14.8,1.5,8.15
2013-04-24,Cavallers,12.6,4,8.3
2013-04-25,Cavallers,11.3,4.6,7.95
2013-04-26,Cavallers,11.1,4.8,7.95
2013-04-27,Cavallers,4.9,-1.8,1.55
2013-04-28,Cavallers,1.6,-2.3,-0.35
2013-04-29,Cavallers,7,1.3,4.15
2013-04-30,Cavallers,8.2,-0.2,4
2013-05-01,Cavallers,7.9,-0.2,3.85
2013-05-02,Cavallers,8.7,1.3,5
2013-05-03,Cavallers,11.7,2.6,7.15
2013-05-04,Cavallers,12.9,3.4,8.15
2013-05-05,Cavallers,14.3,4.6,9.45
2013-05-06,Cavallers,17.3,5.2,11.25
2013-05-07,Cavallers,15,7.1,11.05
2013-05-08,Cavallers,15.7,8,11.85
2013-05-09,Cavallers,8.7,7.2,7.95
2013-05-10,Cavallers,14.3,5.7,10
2013-05-11,Cavallers,12.6,4,8.3
2013-05-12,Cavallers,15.9,4.3,10.1
2013-05-13,Cavallers,17.2,6,11.6
2013-05-14,Cavallers,11.7,5.7,8.7
2013-05-15,Cavallers,5.8,0.2,3
2013-05-16,Cavallers,6.7,0.3,3.5
2013-05-17,Cavallers,5.1,-1,2.05
2013-05-18,Cavallers,1.2,-0.5,0.35
2013-05-19,Cavallers,7.8,-0.6,3.6
2013-05-20,Cavallers,7.4,0.7,4.05
2013-05-21,Cavallers,9.4,-0.5,4.45
2013-05-22,Cavallers,8.7,4.5,6.6
2013-05-23,Cavallers,12.4,2.9,7.65
2013-05-24,Cavallers,7,-0.3,3.35
2013-05-25,Cavallers,7.6,0.8,4.2
2013-05-26,Cavallers,12.6,0.7,6.65
2013-05-27,Cavallers,7.5,3.6,5.55
2013-05-28,Cavallers,6.8,0,3.4
2013-05-29,Cavallers,5.5,-0.1,2.7
2013-05-30,Cavallers,5.1,1.3,3.2
2013-05-31,Cavallers,5.8,2.1,3.95
2013-06-01,Cavallers,8,3,5.5
2013-06-02,Cavallers,9.2,5.6,7.4
2013-06-03,Cavallers,13.9,5.2,9.55
2013-06-04,Cavallers,16.7,6.4,11.55
2013-06-05,Cavallers,16.7,7.2,11.95
2013-06-06,Cavallers,17.8,6.8,12.3
2013-06-07,Cavallers,15.2,6.4,10.8
2013-06-08,Cavallers,10.6,0.5,5.55
2013-06-09,Cavallers,7.7,2.5,5.1
2013-06-10,Cavallers,16.1,5.8,10.95
2013-06-11,Cavallers,19.5,8.3,13.9
2013-06-12,Cavallers,22.5,11.9,17.2
2013-06-13,Cavallers,20.7,12.4,16.55
2013-06-14,Cavallers,19.9,11,15.45
2013-06-15,Cavallers,21,12.8,16.9
2013-06-16,Cavallers,22,11.9,16.95
2013-06-17,Cavallers,20.4,11.9,16.15
2013-06-18,Cavallers,15.1,8.2,11.65
2013-06-19,Cavallers,13,6.2,9.6
2013-06-20,Cavallers,11.3,5,8.15
2013-06-21,Cavallers,11.1,6.1,8.6
2013-06-22,Cavallers,19.1,6.4,12.75
2013-06-23,Cavallers,15.7,8.4,12.05
2013-06-24,Cavallers,19,8.3,13.65
2013-06-25,Cavallers,18.9,9.7,14.3
2013-06-26,Cavallers,21.9,7.9,14.9
2013-06-27,Cavallers,21.7,9.2,15.45
2013-06-28,Cavallers,17.4,10.9,14.15
2013-06-29,Cavallers,23.3,10.6,16.95
2013-06-30,Cavallers,26.4,13.7,20.05
2012-01-01,Lac Redon,2.5,-0.7,0.9
2012-01-02,Lac Redon,-0.1,-6.3,-3.2
2012-01-03,Lac Redon,3.1,-6.5,-1.7
2012-01-04,Lac Redon,1.2,-2.9,-0.85
2012-01-05,Lac Redon,3.5,-1,1.25
2012-01-06,Lac Redon,-0.7,-6.7,-3.7
2012-01-07,Lac Redon,0.7,-4.4,-1.85
2012-01-08,Lac Redon,2.2,-4.3,-1.05
2012-01-09,Lac Redon,4,-1.8,1.1
2012-01-10,Lac Redon,5.2,2.3,3.75
2012-01-11,Lac Redon,5,-0.4,2.3
2012-01-12,Lac Redon,4.1,-1.4,1.35
2012-01-13,Lac Redon,2.4,-0.5,0.95
2012-01-14,Lac Redon,3.1,-2,0.55
2012-01-15,Lac Redon,0.7,-5,-2.15
2012-01-16,Lac Redon,-1.7,-6.5,-4.1
2012-01-17,Lac Redon,-0.5,-6,-3.25
2012-01-18,Lac Redon,-0.3,-3,-1.65
2012-01-19,Lac Redon,3.1,-2,0.55
2012-01-20,Lac Redon,-0.9,-4.3,-2.6
2012-01-21,Lac Redon,0.8,-3.4,-1.3
2012-01-22,Lac Redon,0.8,-2.2,-0.7
2012-01-23,Lac Redon,1.6,-0.5,0.55
2012-01-24,Lac Redon,1.6,-1.9,-0.15
2012-01-25,Lac Redon,4,-1.6,1.2
2012-01-26,Lac Redon,1.5,-4.6,-1.55
2012-01-27,Lac Redon,-3.4,-7.1,-5.25
2012-01-28,Lac Redon,-6.5,-11.1,-8.8
2012-01-29,Lac Redon,-10.8,-13.2,-12
2012-01-30,Lac Redon,-5.3,-13.1,-9.2
2012-01-31,Lac Redon,-3.9,-8.4,-6.15
2012-02-01,Lac Redon,-3.9,-11.9,-7.9
2012-02-02,Lac Redon,-12.4,-19.2,-15.8
2012-02-03,Lac Redon,-17.8,-21.1,-19.45
2012-02-04,Lac Redon,-18.5,-20.5,-19.5
2012-02-05,Lac Redon,-5.3,-18.5,-11.9
2012-02-06,Lac Redon,-10.3,-15.2,-12.75
2012-02-07,Lac Redon,-15,-17.6,-16.3
2012-02-08,Lac Redon,-6.5,-16.6,-11.55
2012-02-09,Lac Redon,-5.1,-9.5,-7.3
2012-02-10,Lac Redon,-9.2,-16.5,-12.85
2012-02-11,Lac Redon,-14.3,-17.1,-15.7
2012-02-12,Lac Redon,-14.4,-18.5,-16.45
2012-02-13,Lac Redon,-11.4,-17.7,-14.55
2012-02-14,Lac Redon,-9.6,-12.3,-10.95
2012-02-15,Lac Redon,-7.8,-11.6,-9.7
2012-02-16,Lac Redon,-6.8,-9.2,-8
2012-02-17,Lac Redon,-0.7,-7.2,-3.95
2012-02-18,Lac Redon,1.9,-3.9,-1
2012-02-19,Lac Redon,-3,-10.5,-6.75
2012-02-20,Lac Redon,-7.8,-13.4,-10.6
2012-02-21,Lac Redon,-4.4,-8.3,-6.35
2012-02-22,Lac Redon,-1.7,-5.4,-3.55
2012-02-23,Lac Redon,1,-3.3,-1.15
2012-02-24,Lac Redon,6.6,0.1,3.35
2012-02-25,Lac Redon,3.4,-0.2,1.6
2012-02-26,Lac Redon,2.1,-1.5,0.3
2012-02-27,Lac Redon,1.9,-1.6,0.15
2012-02-28,Lac Redon,3.5,-1.7,0.9
2012-02-29,Lac Redon,4.4,-1.5,1.45
2012-03-01,Lac Redon,6.6,-1.8,2.4
2012-03-02,Lac Redon,4,-2.6,0.7
2012-03-03,Lac Redon,-0.1,-3.4,-1.75
2012-03-04,Lac Redon,1.8,-6.8,-2.5
2012-03-05,Lac Redon,-7.5,-10.9,-9.2
2012-03-06,Lac Redon,-8.2,-11.6,-9.9
2012-03-07,Lac Redon,0,-10.6,-5.3
2012-03-08,Lac Redon,-3.3,-9.1,-6.2
2012-03-09,Lac Redon,-1.2,-9.2,-5.2
2012-03-10,Lac Redon,0.3,-5.4,-2.55
2012-03-11,Lac Redon,3.2,-3.7,-0.25
2012-03-12,Lac Redon,8.9,0.8,4.85
2012-03-13,Lac Redon,10.3,1.9,6.1
2012-03-14,Lac Redon,9.4,1.8,5.6
2012-03-15,Lac Redon,10.8,1,5.9
2012-03-16,Lac Redon,6.2,-1.9,2.15
2012-03-17,Lac Redon,3.4,-3.3,0.05
2012-03-18,Lac Redon,-0.6,-8,-4.3
2012-03-19,Lac Redon,-6.7,-8.4,-7.55
2012-03-20,Lac Redon,-4.8,-8.6,-6.7
2012-03-21,Lac Redon,-0.3,-6.6,-3.45
2012-03-22,Lac Redon,-0.3,-3.6,-1.95
2012-03-23,Lac Redon,4.1,-5.6,-0.75
2012-03-24,Lac Redon,8.4,-5.1,1.65
2012-03-25,Lac Redon,6.6,-1.3,2.65
2012-03-26,Lac Redon,6.2,-2.8,1.7
2012-03-27,Lac Redon,5.4,-3.6,0.9
2012-03-28,Lac Redon,6,-0.3,2.85
2012-03-29,Lac Redon,5.7,0.2,2.95
2012-03-30,Lac Redon,6.9,1,3.95
2012-03-31,Lac Redon,7.9,1.9,4.9
2012-04-01,Lac Redon,7.9,0.4,4.15
2012-04-02,Lac Redon,4.3,-0.8,1.75
2012-04-03,Lac Redon,2.4,-2.1,0.15
2012-04-04,Lac Redon,0.8,-2.6,-0.9
2012-04-05,Lac Redon,0.1,-1.9,-0.9
2012-04-06,Lac Redon,-0.1,-7,-3.55
2012-04-07,Lac Redon,-2.4,-8.8,-5.6
2012-04-08,Lac Redon,-1.6,-5.1,-3.35
2012-04-09,Lac Redon,6,-4.6,0.7
2012-04-10,Lac Redon,1.5,-5.7,-2.1
2012-04-11,Lac Redon,0.3,-6.3,-3
2012-04-12,Lac Redon,0.7,-5.7,-2.5
2012-04-13,Lac Redon,-3.9,-6.6,-5.25
2012-04-14,Lac Redon,-2,-8.3,-5.15
2012-04-15,Lac Redon,-5.8,-8.3,-7.05
2012-04-16,Lac Redon,-8.4,-10.7,-9.55
2012-04-17,Lac Redon,2.6,-10.2,-3.8
2012-04-18,Lac Redon,-0.6,-5.5,-3.05
2012-04-19,Lac Redon,0.7,-5.9,-2.6
2012-04-20,Lac Redon,2.2,-6.4,-2.1
2012-04-21,Lac Redon,1.4,-5.3,-1.95
2012-04-22,Lac Redon,-0.8,-4.5,-2.65
2012-04-23,Lac Redon,-1.6,-5.3,-3.45
2012-04-24,Lac Redon,-2.5,-7.4,-4.95
2012-04-25,Lac Redon,2.7,-4.7,-1
2012-04-26,Lac Redon,6.8,0.7,3.75
2012-04-27,Lac Redon,6.3,1.7,4
2012-04-28,Lac Redon,5.8,-2.7,1.55
2012-04-29,Lac Redon,-1.2,-3.3,-2.25
2012-04-30,Lac Redon,-0.1,-7.3,-3.7
2012-05-01,Lac Redon,0.2,-7.3,-3.55
2012-05-02,Lac Redon,2.7,-5.6,-1.45
2012-05-03,Lac Redon,5.2,-3.2,1
2012-05-04,Lac Redon,0.8,-1.4,-0.3
2012-05-05,Lac Redon,2.5,-1.7,0.4
2012-05-06,Lac Redon,2,-3.9,-0.95
2012-05-07,Lac Redon,5.6,-1.4,2.1
2012-05-08,Lac Redon,6,1.3,3.65
2012-05-09,Lac Redon,11,3.1,7.05
2012-05-10,Lac Redon,14.7,6.1,10.4
2012-05-11,Lac Redon,18.6,5.7,12.15
2012-05-12,Lac Redon,17,9,13
2012-05-13,Lac Redon,13,2.9,7.95
2012-05-14,Lac Redon,11.2,2.2,6.7
2012-05-15,Lac Redon,7.7,-1.7,3
2012-05-16,Lac Redon,9.6,-1.9,3.85
2012-05-17,Lac Redon,13.9,4.2,9.05
2012-05-18,Lac Redon,10.6,3.6,7.1
2012-05-19,Lac Redon,8.4,0.5,4.45
2012-05-20,Lac Redon,0.6,-4.4,-1.9
2012-05-21,Lac Redon,-1.3,-4.8,-3.05
2012-05-22,Lac Redon,1.9,-2.4,-0.25
2012-05-23,Lac Redon,9.3,2.1,5.7
2012-05-24,Lac Redon,13.1,5.8,9.45
2012-05-25,Lac Redon,13.4,5.5,9.45
2012-05-26,Lac Redon,14.3,6.7,10.5
2012-05-27,Lac Redon,12.4,5,8.7
2012-05-28,Lac Redon,9.6,4,6.8
2012-05-29,Lac Redon,11.9,4,7.95
2012-05-30,Lac Redon,13.5,4.8,9.15
2012-05-31,Lac Redon,13.7,5.7,9.7
2012-06-01,Lac Redon,16.5,7.1,11.8
2012-06-02,Lac Redon,17.2,8.5,12.85
2012-06-03,Lac Redon,9.5,3.6,6.55
2012-06-04,Lac Redon,7.8,2.4,5.1
2012-06-05,Lac Redon,13.9,5.1,9.5
2012-06-06,Lac Redon,12.8,8.1,10.45
2012-06-07,Lac Redon,14.2,8.4,11.3
2012-06-08,Lac Redon,9.4,2.3,5.85
2012-06-09,Lac Redon,8.1,2.3,5.2
2012-06-10,Lac Redon,7.2,4.3,5.75
2012-06-11,Lac Redon,6.6,-0.2,3.2
2012-06-12,Lac Redon,2.7,0.1,1.4
2012-06-13,Lac Redon,7.5,0.1,3.8
2012-06-14,Lac Redon,12.6,2.6,7.6
2012-06-15,Lac Redon,14.1,6.5,10.3
2012-06-16,Lac Redon,16.4,8.6,12.5
2012-06-17,Lac Redon,15.3,8.3,11.8
2012-06-18,Lac Redon,13.2,7.3,10.25
2012-06-19,Lac Redon,9.4,6,7.7
2012-06-20,Lac Redon,13.5,6.1,9.8
2012-06-21,Lac Redon,15.3,6.9,11.1
2012-06-22,Lac Redon,13.5,8.2,10.85
2012-06-23,Lac Redon,14.1,8.1,11.1
2012-06-24,Lac Redon,16.8,9.1,12.95
2012-06-25,Lac Redon,15.8,10.5,13.15
2012-06-26,Lac Redon,17.7,10.9,14.3
2012-06-27,Lac Redon,19.6,10.8,15.2
2012-06-28,Lac Redon,18.9,13.6,16.25
2012-06-29,Lac Redon,17.6,13.1,15.35
2012-06-30,Lac Redon,16.7,5.7,11.2
2012-07-01,Lac Redon,5.4,0.9,3.15
2012-07-02,Lac Redon,11.6,1.8,6.7
2012-07-03,Lac Redon,15.1,6.6,10.85
2012-07-04,Lac Redon,14.9,7.5,11.2
2012-07-05,Lac Redon,9.3,5.1,7.2
2012-07-06,Lac Redon,8.3,4.4,6.35
2012-07-07,Lac Redon,12.5,6.4,9.45
2012-07-08,Lac Redon,13.5,8.7,11.1
2012-07-09,Lac Redon,14.6,8.3,11.45
2012-07-10,Lac Redon,15,8.8,11.9
2012-07-11,Lac Redon,13.4,8.6,11
2012-07-12,Lac Redon,14.5,7.1,10.8
2012-07-13,Lac Redon,15.5,8.5,12
2012-07-14,Lac Redon,12.6,3.6,8.1
2012-07-15,Lac Redon,11.1,2.7,6.9
2012-07-16,Lac Redon,11.8,6.8,9.3
2012-07-17,Lac Redon,16.7,9.7,13.2
2012-07-18,Lac Redon,19.8,11.1,15.45
2012-07-19,Lac Redon,18.6,11.9,15.25
2012-07-20,Lac Redon,17.3,9.6,13.45
2012-07-21,Lac Redon,10.4,4.8,7.6
2012-07-22,Lac Redon,9.8,3.4,6.6
2012-07-23,Lac Redon,12.7,5.9,9.3
2012-07-24,Lac Redon,14.8,5.6,10.2
2012-07-25,Lac Redon,18.1,8.8,13.45
2012-07-26,Lac Redon,19.6,11.2,15.4
2012-07-27,Lac Redon,19,8.5,13.75
2012-07-28,Lac Redon,13.9,8.3,11.1
2012-07-29,Lac Redon,14.1,9.3,11.7
2012-07-30,Lac Redon,16.9,10.6,13.75
2012-07-31,Lac Redon,18.8,11.1,14.95
2012-08-01,Lac Redon,20,12.5,16.25
2012-08-02,Lac Redon,16.7,9.6,13.15
2012-08-03,Lac Redon,15.7,9.7,12.7
2012-08-04,Lac Redon,15.3,10,12.65
2012-08-05,Lac Redon,12.1,6.3,9.2
2012-08-06,Lac Redon,10.9,5.5,8.2
2012-08-07,Lac Redon,14.9,6.1,10.5
2012-08-08,Lac Redon,18.3,10.2,14.25
2012-08-09,Lac Redon,21.8,14.2,18
2012-08-10,Lac Redon,20.9,15.2,18.05
2012-08-11,Lac Redon,23.1,15.9,19.5
2012-08-12,Lac Redon,16.4,8.2,12.3
2012-08-13,Lac Redon,15.4,9.7,12.55
2012-08-14,Lac Redon,17.5,9.3,13.4
2012-08-15,Lac Redon,17.1,9.9,13.5
2012-08-16,Lac Redon,17.4,8.5,12.95
2012-08-17,Lac Redon,22.5,12.5,17.5
2012-08-18,Lac Redon,25.1,15.9,20.5
2012-08-19,Lac Redon,22.7,14.4,18.55
2012-08-20,Lac Redon,21.3,14.6,17.95
2012-08-21,Lac Redon,23,15,19
2012-08-22,Lac Redon,21.3,14.9,18.1
2012-08-23,Lac Redon,19,13,16
2012-08-24,Lac Redon,18.4,12.1,15.25
2012-08-25,Lac Redon,15.7,5.9,10.8
2012-08-26,Lac Redon,15.1,4.2,9.65
2012-08-27,Lac Redon,18.1,8.1,13.1
2012-08-28,Lac Redon,16.4,7.7,12.05
2012-08-29,Lac Redon,17.7,8.8,13.25
2012-08-30,Lac Redon,9.5,1.4,5.45
2012-08-31,Lac Redon,3.9,-0.3,1.8
2012-09-01,Lac Redon,2.7,-1.5,0.6
2012-09-02,Lac Redon,2.6,-1.7,0.45
2012-09-03,Lac Redon,4.3,1.1,2.7
2012-09-04,Lac Redon,7.5,3.7,5.6
2012-09-05,Lac Redon,10.9,5.3,8.1
2012-09-06,Lac Redon,12.6,6.5,9.55
2012-09-07,Lac Redon,15.6,7.9,11.75
2012-09-08,Lac Redon,16,8.5,12.25
2012-09-09,Lac Redon,15.3,6.8,11.05
2012-09-10,Lac Redon,15.1,7.5,11.3
2012-09-11,Lac Redon,15.1,9.2,12.15
2012-09-12,Lac Redon,9.9,0.2,5.05
2012-09-13,Lac Redon,3.3,0.1,1.7
2012-09-14,Lac Redon,10.8,1.6,6.2
2012-09-15,Lac Redon,16,8.7,12.35
2012-09-16,Lac Redon,18,11.7,14.85
2012-09-17,Lac Redon,17.6,10.4,14
2012-09-18,Lac Redon,14.2,6.8,10.5
2012-09-19,Lac Redon,7.5,4.6,6.05
2012-09-20,Lac Redon,13,4.7,8.85
2012-09-21,Lac Redon,14.3,8.2,11.25
2012-09-22,Lac Redon,14.2,8.6,11.4
2012-09-23,Lac Redon,15.2,6.1,10.65
2012-09-24,Lac Redon,10,4.3,7.15
2012-09-25,Lac Redon,6.8,2.3,4.55
2012-09-26,Lac Redon,3,-1.1,0.95
2012-09-27,Lac Redon,6.8,-1,2.9
2012-09-28,Lac Redon,9.1,3,6.05
2012-09-29,Lac Redon,8.7,-1,3.85
2012-09-30,Lac Redon,4.7,-0.5,2.1
2012-10-01,Lac Redon,9.5,1.4,5.45
2012-10-02,Lac Redon,10.7,4.9,7.8
2012-10-03,Lac Redon,10.4,3.8,7.1
2012-10-04,Lac Redon,11.8,4.9,8.35
2012-10-05,Lac Redon,12.8,5,8.9
2012-10-06,Lac Redon,13,6.3,9.65
2012-10-07,Lac Redon,11.8,8.7,10.25
2012-10-08,Lac Redon,14.8,9.4,12.1
2012-10-09,Lac Redon,14.2,7,10.6
2012-10-10,Lac Redon,10.8,6.9,8.85
2012-10-11,Lac Redon,7.7,3.7,5.7
2012-10-12,Lac Redon,3.7,1.7,2.7
2012-10-13,Lac Redon,6.9,1.6,4.25
2012-10-14,Lac Redon,2.3,-3.2,-0.45
2012-10-15,Lac Redon,0.5,-4.6,-2.05
2012-10-16,Lac Redon,6.7,-0.1,3.3
2012-10-17,Lac Redon,6.9,2.2,4.55
2012-10-18,Lac Redon,8.8,2.6,5.7
2012-10-19,Lac Redon,8.5,6.6,7.55
2012-10-20,Lac Redon,8.7,5.8,7.25
2012-10-21,Lac Redon,6.8,1.7,4.25
2012-10-22,Lac Redon,4.9,1.9,3.4
2012-10-23,Lac Redon,6.2,3.6,4.9
2012-10-24,Lac Redon,9.3,3.9,6.6
2012-10-25,Lac Redon,5.1,3.5,4.3
2012-10-26,Lac Redon,4,1.6,2.8
2012-10-27,Lac Redon,2,-10.8,-4.4
2012-10-28,Lac Redon,-9.4,-12.1,-10.75
2012-10-29,Lac Redon,3.3,-9.7,-3.2
2012-10-30,Lac Redon,1,-2.8,-0.9
2012-10-31,Lac Redon,0.3,-2.8,-1.25
2012-11-01,Lac Redon,0.7,-4.7,-2
2012-11-02,Lac Redon,0.5,-2.1,-0.8
2012-11-03,Lac Redon,2.9,-0.1,1.4
2012-11-04,Lac Redon,5.3,-0.8,2.25
2012-11-05,Lac Redon,0.5,-4,-1.75
2012-11-06,Lac Redon,-2.3,-7.8,-5.05
2012-11-07,Lac Redon,2.6,-5.2,-1.3
2012-11-08,Lac Redon,5.9,1.1,3.5
2012-11-09,Lac Redon,5.1,2.9,4
2012-11-10,Lac Redon,2.9,-1.7,0.6
2012-11-11,Lac Redon,-1.8,-4.3,-3.05
2012-11-12,Lac Redon,-0.3,-4.9,-2.6
2012-11-13,Lac Redon,8.7,0.2,4.45
2012-11-14,Lac Redon,8.4,3,5.7
2012-11-15,Lac Redon,9.2,3.2,6.2
2012-11-16,Lac Redon,7.2,1.4,4.3
2012-11-17,Lac Redon,2.1,-0.1,1
2012-11-18,Lac Redon,0.7,-0.6,0.05
